000	Un eitol visual de CSV pa Notepad++
001	Azerca de CSV Visual Editor
002	Contautu: {0}
003	Contautal col desendolvaol {0}
004	Desendolvaol: {0}
005	Versión en desendolvu
006	¿Te gusta CSV Visual Editor? Ayua al proyeutu.\nPonli una estrella en GitHub, comparte la tu opinión u contauta col desendolvaol pa colaboral. ¡Gracias!
007	Luenga de la entelfaci: {0}
008	Nu se pue abril una aplicación asociá. Contautu: {0}
009	Proyeutu en GitHub
010	Versión: {0}
011	Versión i compilación
012	{0} atajau: el modelu de cambios pendientes ha cambiau. Nu se ha guardau dengún cambiu parzial.
013	{0} atajau: los retángulus del portapapelis i la selezión tienen dimensiones diferentis.
014	{0} atajau: el retángulu de destinu se sali de la tabla CSV.
015	{0} atajau: nu hai un retángulu de destinu eitable.
016	Se han copiau {0} × {1} celdas CSV.
017	Copial/Cortal atajau: una celda selezioná tien un tabulaol u un saltu de línia que nu se pue represental sin ambigüedá en testu de hoja de cálculu.
018	Pa copial hai que selezional celdas CSV, nu línias enteras pa borral.
019	Pa copial hai que selezional un retángulu continuu de celdas CSV.
020	Se han cortau {0} celdas al portapapelis i se han vaziau en la sesión pendiente. Aplical escrivi el cambiu en Notepad++.
021	Cortal terminau; las celdas selezionás ya estavan vazías. El portapapelis tien los valoris originalis.
022	{0} sólu está disponibli nel mou d'eición.
023	{0} nu está disponibli pa la tabla atual.
024	Pegal atajau: {0} Los datus nu han cambiau.
025	Pegal terminau; los valoris de destinu ya eran igualis.
026	Se han pegau {0} celdas cambiás en la sesión pendiente. Aplical las escrivi en Notepad++.
027	{0} necessita un retángulu de celdas CSV, nu línias enteras pa borral.
028	{0} necessita una selezión retangular continua de celdas CSV.
029	Los destinus de {0} nu están disponiblis juera del modelu establi de línias nel mou d'eición.
030	Nu se pue confirmal la eición de la celda ativa antis de copial.
031	Nu se pue confirmal la eición de la celda ativa. Corrigi el valol antis de {0}.
032	El portapapelis nu tien celdas de testu llanu.
033	El portapapelis de Windows nu está disponibli agora. Los datus nu han cambiau.
034	Copial el retángulu selezionau de celdas CSV al portapapelis de Windows (Ctrl+C)
035	Copial las celdas CSV selezionás i vaziallas en la sesión pendiente (Ctrl+X)
036	Pegal celdas de hoja de cálculu na celda u nel retángulu CSV selezionau (Ctrl+V)
037	Previsualizal la sustitución de testu, el recorti u el cambiu de mayúsculas nos cambios CSV pendientes
038	Selezional la celda u línia CSV atual nel testu d'origi de Notepad++
039	Origi
040	Transformal
041	Azerca de
042	Aplical
043	Ascendenti
044	Cancelal
045	Fechal
046	Columna
047	Copial
048	Cortal
049	Descendenti
050	Eital
051	Salil d'eición
052	Distinguil mayúsculas
053	Númeru
054	Ordi original
055	Pegal
056	Previsualizal
057	Recargal
058	Línias
059	Tabla
060	Testu
061	Valol
062	Resumin de columna: cantidaís, valoris distintus, intervalu numéricu i valoris frecuentis na vista atual.
063	El resumin de columna necessita una tabla lista de sólu lehtura. Sali primeru del mou d'eición.
064	Filtral i ordenal: combinal condiciones de columnas i niveli de ordi de testu/númerus. Sólu cambia la vista, nu el CSV.
065	Filtral i ordenal: combinal condiciones de columnas i hasta tres nivelis de ordi de testu/númerus. Sólu cambia la vista.
066	Filtral i ordenal: {0} condiciones, {1} nivelis de ordi. Restablecel vista quita toas las reglas.
067	Filtral i ordenal necessita una tabla lista de sólu lehtura. Sali primeru del mou d'eición.
068	Diagnósticu (0)
069	0 cambios
070	Añidil condición
071	Añidil niveli de ordi
072	Aplical vista
073	Aa
074	Comparación de testu distinguiendo mayúsculas. Los espazius de los valoris son literalís.
075	Revisa las reglas: {0}
076	Condición
077	{0} / 8 condiciones; {1} / 3 nivelis de ordi. Previsualiza pa vel las línias coincidentis.
078	Contieni
079	Nu contieni
080	Nu es igual
081	Vazíu = cero carahteris. Sólu espazius = valol nu vazíu con espazius, tabulaoris u saltus de línia.\nLos númerus usan puntu dezimal (-12.5), sin agrupación nin exponentis; han de sel esautus.
082	Termina con
083	Igual a
084	Valol del filtru
085	Filtrus
086	Está vazíu
087	Nu está vazíu
088	Nu es sólu espazius
089	Es sólu espazius
090	Testu literal, incluyendu espazius. Las reglas numéricas necessitan un dezimal esautu con puntu.
091	Cumplil TOAS las condiciones
092	Cumplil CUALQUIEL condición
093	Númeru =
094	Númeru >
095	Númeru >=
096	Númeru <
097	Númeru <=
098	Númeru (dezimal)
099	Vista previa: {0:N0} de {1:N0} línias mostrá s. El CSV nu cambia.
100	Quital condición
101	Quital niveli de ordi
102	Restablecel reglas
103	Las reglas tamién respetan la búsca atual. Cancelal conserva la vista ativa.
104	Ordi
105	Emprencipia con
106	Testu: ordi ordinal sin distinguil mayúsculas. Númeru: dezimalis esautus; valoris inválidus/vazíus al final.\nLas clavis igualis conservan el ordi d'origi. Quita tós los nivelis pa restaural el ordi original.
107	La proyezión está limitá; nu incluye las línias nu mostrá s. 
108	Filtral i ordenal
109	El primeru niveli manda; los siguientis resuelvin empatis. Máximu 3.
110	Valol (literal, con espazius)
111	Sólu vista: los valoris CSV i el ordi d'origi nu cambian. {0:N0} línias mostrá s.\n
112	Aplical atajau: nu hai un perfil espresamenti admitíu pa {0}. El conteniu del eitol nu ha cambiau.
113	Aplical atajau: {0} nu ha superau la comprobación estricta d'ida i güelta de codificación. El eitol nu ha cambiau.
