# language: mk
# source-fingerprint: b8da12c841cc40f32c498cbf7bb47a6c16bed241b42b4a4f4a0e78d32f2eb499
000	Визуелен CSV уредувач за Notepad++
001	За CSV Visual Editor
002	Контакт: {0}
003	Контактирајте со развивачот {0}
004	Развивач: {0}
005	Развојна верзија
006	Ви се допаѓа CSV Visual Editor? Поддржете го проектот.\nДајте му ѕвезда на GitHub, споделете повратни информации или контактирајте го развивачот за да придонесете. Ви благодариме!
007	Јазик на интерфејсот: {0}
008	Не може да се отвори поврзана апликација. Контакт: {0}
009	Проект на GitHub
010	Верзија: {0}
011	Верзија и изработка
012	{0} е блокирано бидејќи моделот на измените на чекање е променет. Не е задржана делумна промена.
013	{0} е блокирано: правоаголниците од таблата со исечоци и изборот имаат различни димензии.
014	{0} е блокирано: целниот правоаголник се протега надвор од CSV табелата.
015	{0} е блокирано: нема целен правоаголник што може да се уредува.
016	Копирани се {0} × {1} CSV ќелии.
017	Копирање/сечење е блокирано: избрана ќелија содржи табулатор или прекин на ред што не може недвосмислено да се претстави како обичен текст од табеларна пресметка.
018	Копирањето бара CSV ќелии, а не избор на цели редови за бришење.
019	Копирањето бара еден непрекинат правоаголен избор на CSV податочни ќелии.
020	Исечени се {0} ќелии во таблата со исечоци и испразнети во сесијата за уредување на чекање. Примени го запишува празнењето во Notepad++.
021	Сечењето е завршено; избраните ќелии веќе беа празни. Таблата со исечоци ги содржи нивните оригинални вредности.
022	{0} е достапно само во режим на уредување.
023	{0} не е достапно за тековната табела.
024	Лепењето е блокирано: {0} Не се променети податоци.
025	Лепењето е завршено; сите целни вредности веќе беа идентични.
026	Залепени се {0} изменети ќелии во сесијата за уредување на чекање. Примени ги запишува во Notepad++.
027	{0} бара правоаголник од CSV ќелии, а не избор на цели редови за бришење.
028	{0} бара еден непрекинат правоаголен избор на CSV податочни ќелии.
029	Целите на {0} не се достапни надвор од стабилниот модел на редови на режимот за уредување.
030	Уредувањето на активната ќелија не може да се потврди пред копирањето.
031	Уредувањето на активната ќелија не може да се потврди. Поправете ја вредноста пред {0}.
032	Таблата со исечоци не содржи ќелии како обичен текст.
033	Windows таблата со исечоци е привремено недостапна. Не се променети податоци.
034	Копирај го избраниот правоаголник од CSV ќелии во Windows таблата со исечоци (Ctrl+C)
035	Копирај ги избраните CSV ќелии и испразни ги во сесијата за уредување на чекање (Ctrl+X)
036	Залепи ќелии од табеларна пресметка во избраната CSV ќелија или правоаголник (Ctrl+V)
037	Прегледај замена на текст, отстранување на надворешни празнини или промена на големи/мали букви во CSV измените на чекање
038	Избери ја тековната CSV ќелија или ред во изворниот бафер на Notepad++
039	Извор
040	Трансформирај
041	За
042	Примени
043	Растечки
044	Откажи
045	Затвори
046	Колона
047	Копирај
048	Исечи
049	Опаѓачки
050	Уреди
051	Излези од уредување
052	Разликувај големи/мали букви
053	Број
054	Оригинален редослед
055	Залепи
056	Преглед
057	Освежи
058	Редови
059	Табела
060	Текст
061	Вредност
062	Резиме на колона: броеви, различни вредности, бројчен опсег и чести вредности во тековниот приказ.
063	Резимето на колона бара подготвена табела само за читање. Прво излезете од режимот за уредување.
064	Филтрирај и сортирај: комбинирај правила за колони и нивоа за текстуално/бројчено сортирање. Се менува само приказот; CSV останува непроменет.
065	Филтрирај и сортирај: комбинирај правила за колони и до три нивоа за текстуално/бројчено сортирање. Се менува само приказот.
066	Филтрирај и сортирај: {0} услови, {1} нивоа на сортирање. Ресетирај приказ ги отстранува сите правила.
067	Филтрирањето и сортирањето бараат подготвена табела само за читање. Прво излезете од режимот за уредување.
068	Дијагностика (0)
069	0 промени
070	Додај услов
071	Додај ниво на сортирање
072	Примени приказ
073	Големи/мали букви
074	Споредба на текст со разликување големи/мали букви. Празнините во вредностите се третираат буквално.
075	Проверете ги правилата: {0}
076	Услов
077	{0} / 8 услови; {1} / 3 нивоа на сортирање. Прегледајте за да ги проверите соодветните редови.
078	Содржи
079	Не содржи
080	Не е еднакво на
081	Празно = нула знаци. Само празни знаци = непразна низа од празнини/табулатори/прекини на ред.\nБроевите користат децимална точка (-12.5), без групирање или експоненти; прецизноста мора да е точна.
082	Завршува со
083	Е еднакво на
084	Вредност на филтер
085	Филтри
086	Е празно
087	Не е празно
088	Не е само празни знаци
089	Е само празни знаци
090	Буквален текст, вклучувајќи празнини. Бројчените правила бараат точен децимален број со точка.
091	Совпадни ги СИТЕ услови
092	Совпадни БИЛО КОЈ услов
093	Број =
094	Број >
095	Број >=
096	Број <
097	Број <=
098	Број (децимален)
099	Преглед: {0:N0} од {1:N0} прикажани редови. CSV е непроменет.
100	Отстрани услов
101	Отстрани ниво на сортирање
102	Ресетирај правила
