# language: pl
# source-fingerprint: b8da12c841cc40f32c498cbf7bb47a6c16bed241b42b4a4f4a0e78d32f2eb499
000	Wizualny edytor CSV dla Notepad++
001	O programie CSV Visual Editor
002	Kontakt: {0}
003	Skontaktuj się z programistą {0}
004	Programista: {0}
005	Wersja rozwojowa
006	Podoba Ci się CSV Visual Editor? Wesprzyj projekt.\nDodaj gwiazdkę na GitHub, podziel się opinią lub skontaktuj się z programistą w sprawie współpracy. Dziękujemy!
007	Język interfejsu: {0}
008	Nie udało się otworzyć skojarzonej aplikacji. Kontakt: {0}
009	Projekt na GitHub
010	Wersja: {0}
011	Wersja i kompilacja
012	Zablokowano {0}, ponieważ zmienił się model oczekujących edycji. Nie zachowano żadnych częściowych zmian.
013	Zablokowano {0}: prostokąty schowka i zaznaczenia mają różne wymiary.
014	Zablokowano {0}: prostokąt docelowy wykracza poza tabelę CSV.
015	Zablokowano {0}: brak edytowalnego prostokąta docelowego.
016	Skopiowano {0} × {1} komórek CSV.
017	Zablokowano kopiowanie/wycinanie: zaznaczona komórka zawiera tabulator lub znak nowego wiersza, którego nie można jednoznacznie przedstawić jako zwykłego tekstu arkusza kalkulacyjnego.
018	Kopiowanie wymaga komórek CSV, a nie zaznaczenia całych wierszy do usunięcia.
019	Kopiowanie wymaga jednego spójnego prostokątnego zaznaczenia komórek danych CSV.
020	Wycięto {0} komórek do schowka i wyczyszczono je w oczekującej sesji edycji. „Zastosuj” zapisuje wyczyszczenie w Notepad++.
021	Wycinanie zakończone; zaznaczone komórki były już puste. Schowek zawiera ich pierwotne wartości.
022	{0} jest dostępne tylko w trybie edycji.
023	{0} jest niedostępne dla bieżącej tabeli.
024	Wklejanie zablokowane: {0} Nie zmieniono żadnych danych.
025	Wklejanie zakończone; wszystkie wartości docelowe były już identyczne.
026	Wklejono {0} zmienionych komórek do oczekującej sesji edycji. „Zastosuj” zapisuje je w Notepad++.
027	{0} wymaga prostokąta komórek CSV, a nie zaznaczenia całych wierszy do usunięcia.
028	{0} wymaga jednego spójnego prostokątnego zaznaczenia komórek danych CSV.
029	Cele operacji {0} są niedostępne poza stabilnym modelem wierszy trybu edycji.
030	Nie udało się zatwierdzić edycji aktywnej komórki przed kopiowaniem.
031	Nie udało się zatwierdzić edycji aktywnej komórki. Popraw wartość przed {0}.
032	Schowek nie zawiera komórek w postaci zwykłego tekstu.
033	Schowek Windows jest chwilowo niedostępny. Nie zmieniono żadnych danych.
034	Kopiuj zaznaczony prostokąt komórek CSV do schowka Windows (Ctrl+C)
035	Kopiuj zaznaczone komórki CSV i wyczyść je w oczekującej sesji edycji (Ctrl+X)
036	Wklej komórki arkusza kalkulacyjnego do zaznaczonej komórki lub prostokąta CSV (Ctrl+V)
037	Podgląd zastępowania tekstu, usuwania skrajnych białych znaków lub zmiany wielkości liter w oczekujących edycjach CSV
038	Zaznacz bieżącą komórkę lub wiersz CSV w buforze źródłowym Notepad++
039	Źródło
040	Przekształć
041	O programie
042	Zastosuj
043	Rosnąco
044	Anuluj
045	Zamknij
046	Kolumna
047	Kopiuj
048	Wytnij
049	Malejąco
050	Edytuj
051	Zakończ edycję
052	Uwzględnij wielkość liter
053	Liczba
054	Pierwotna kolejność
055	Wklej
056	Podgląd
057	Odśwież
058	Wiersze
059	Tabela
060	Tekst
061	Wartość
062	Podsumowanie kolumny: liczności, różne wartości, zakres liczbowy i częste wartości w bieżącym widoku.
063	Podsumowanie kolumny wymaga gotowej tabeli tylko do odczytu. Najpierw zakończ tryb edycji.
064	Filtruj i sortuj: łącz reguły kolumn z poziomami sortowania tekstowego/liczbowego. Tylko widok; CSV bez zmian.
065	Filtruj i sortuj: łącz reguły kolumn z maksymalnie trzema poziomami sortowania tekstowego/liczbowego. Tylko widok.
066	Filtruj i sortuj: {0} warunków, {1} poziomów sortowania. Resetowanie widoku usuwa wszystkie reguły.
067	Filtrowanie i sortowanie wymaga gotowej tabeli tylko do odczytu. Najpierw zakończ tryb edycji.
068	Diagnostyka (0)
069	0 zmian
070	Dodaj warunek
071	Dodaj poziom sortowania
072	Zastosuj widok
073	Wielkość liter
074	Porównanie tekstu z uwzględnieniem wielkości liter. Spacje w wartościach są traktowane dosłownie.
075	Sprawdź reguły: {0}
076	Warunek
077	{0} / 8 warunków; {1} / 3 poziomów sortowania. Użyj podglądu, aby sprawdzić pasujące wiersze.
078	Zawiera
079	Nie zawiera
080	Nie równa się
081	Puste = zero znaków. Tylko białe znaki = niepusty ciąg spacji/tabulatorów/znaków nowego wiersza.\nLiczby używają kropki dziesiętnej (-12.5), bez grupowania i wykładników; precyzja musi być dokładna.
082	Kończy się na
083	Równa się
084	Wartość filtra
085	Filtry
086	Jest puste
087	Nie jest puste
088	Nie zawiera wyłącznie białych znaków
089	Zawiera wyłącznie białe znaki
090	Tekst dosłowny, łącznie ze spacjami. Reguły liczbowe wymagają dokładnej liczby dziesiętnej z kropką.
091	Spełnij WSZYSTKIE warunki
092	Spełnij DOWOLNY warunek
093	Liczba =
094	Liczba >
095	Liczba >=
096	Liczba <
097	Liczba <=
098	Liczba (dziesiętna)
099	Podgląd: {0:N0} z {1:N0} wyświetlanych wierszy. CSV bez zmian.
100	Usuń warunek
101	Usuń poziom sortowania
102	Resetuj reguły
103	Reguły uwzględniają też bieżące wyszukiwanie. Anulowanie zachowuje aktywny widok.
104	Sortowanie
105	Zaczyna się od
106	Tekst: porządek porządkowy bez uwzględniania wielkości liter. Liczba: dokładne wartości dziesiętne; nieprawidłowe/puste wartości na końcu.\nRówne klucze zachowują kolejność źródłową. Usuń wszystkie poziomy, aby ją przywrócić.
107	Projekcja jest ograniczona; niewyświetlane wiersze nie są uwzględnione. 
108	Filtruj i sortuj
109	Pierwszy poziom ma pierwszeństwo; dalsze rozstrzygają remisy. Maksymalnie 3.
110	Wartość (dosłowna, łącznie ze spacjami)
111	Tylko widok — wartości CSV i kolejność źródłowa pozostają bez zmian. {0:N0} wyświetlanych wierszy.\n
112	Zastosowanie zablokowano, ponieważ {0} nie ma jawnie obsługiwanego profilu kodowania. Nie zmieniono zawartości edytora.
113	Zastosowanie zablokowano, ponieważ ścisła walidacja kodowania {0} nie dała dokładnej konwersji w obie strony. Nie zmieniono zawartości edytora.
114	Zastosowanie zablokowano, ponieważ oczekującego zastąpienia nie można dokładnie przedstawić w {0}. Nie użyto znaków zastępczych ani nie zmieniono zawartości edytora.
115	Zastosowanie nie jest jeszcze włączone dla {0}. Nie zmieniono zawartości edytora. Zapis jest włączony tylko dla UTF-8 (65001) i Windows-1250 (1250), po walidacji bezstratności. Użyj „Cofnij wszystko” lub przekonwertuj dokument na UTF-8 w Notepad++, a następnie ponownie otwórz tryb edycji.
116	Odświeżanie jest wyłączone w trybie edycji. Najpierw zastosuj lub cofnij wszystkie oczekujące zmiany.
