# language: tg
# source-fingerprint: b8da12c841cc40f32c498cbf7bb47a6c16bed241b42b4a4f4a0e78d32f2eb499
000	Муҳаррири визуалии CSV барои Notepad++
001	Дар бораи CSV Visual Editor
002	Тамос: {0}
003	Бо таҳиягар {0} тамос гиред
004	Таҳиягар: {0}
005	Версияи таҳия
006	CSV Visual Editor писанд аст? Лоиҳаро дастгирӣ кунед.\nДар GitHub ситора диҳед, фикру мулоҳизаатонро ирсол кунед ё барои саҳмгузорӣ бо таҳиягар тамос гиред. Ташаккур!
007	Забони интерфейс: {0}
008	Барномаи вобастаро кушода натавонистем. Тамос: {0}
009	Лоиҳа дар GitHub
010	Версия: {0}
011	Версия ва сохт
012	{0} баста шуд, зеро модели таҳрирҳои интизорӣ тағйир ёфт. Ягон тағйири қисман нигоҳ дошта нашуд.
013	{0} баста шуд: росткунҷаҳои буфери мубодила ва интихоб андозаҳои гуногун доранд.
014	{0} баста шуд: росткунҷаи ҳадаф аз ҷадвали CSV берун меравад.
015	{0} баста шуд: росткунҷаи ҳадафи таҳриршаванда вуҷуд надорад.
016	{0} × {1} ҳуҷайраи CSV нусхабардорӣ шуд.
017	Нусхабардорӣ/буридан баста шуд: ҳуҷайраи интихобшуда таб ё шикасти сатр дорад, ки онро ҳамчун матни оддии ҷадвали электронӣ бидуни номуайянӣ нишон додан мумкин нест.
018	Барои нусхабардорӣ ҳуҷайраҳои CSV лозиманд, на интихоби тамоми сатрҳо барои ҳазф.
019	Барои нусхабардорӣ як интихоби пайвастаи росткунҷаи ҳуҷайраҳои додаҳои CSV лозим аст.
020	{0} ҳуҷайра ба буфери мубодила бурида ва дар ҷаласаи таҳрири интизорӣ холӣ карда шуд. «Татбиқ» холишавиро ба Notepad++ менависад.
021	Буридан анҷом ёфт; ҳуҷайраҳои интихобшуда аллакай холӣ буданд. Буфери мубодила арзишҳои аслии онҳоро дорад.
022	{0} танҳо дар ҳолати таҳрир дастрас аст.
023	{0} барои ҷадвали ҷорӣ дастрас нест.
024	Часпондан баста шуд: {0} Ягон дода тағйир наёфт.
025	Часпондан анҷом ёфт; ҳамаи арзишҳои ҳадаф аллакай якхела буданд.
026	{0} ҳуҷайраи тағйирёфта ба ҷаласаи таҳрири интизорӣ часпонда шуд. «Татбиқ» онҳоро ба Notepad++ менависад.
027	{0} росткунҷаи ҳуҷайраҳои CSV-ро талаб мекунад, на интихоби тамоми сатрҳо барои ҳазф.
028	{0} як интихоби пайвастаи росткунҷаи ҳуҷайраҳои додаҳои CSV-ро талаб мекунад.
029	Ҳадафҳои {0} берун аз модели устувори сатрҳои ҳолати таҳрир дастрас нестанд.
030	Таҳрири ҳуҷайраи фаъолро пеш аз нусхабардорӣ тасдиқ карда натавонистем.
031	Таҳрири ҳуҷайраи фаъолро тасдиқ карда натавонистем. Пеш аз {0} арзишро ислоҳ кунед.
032	Буфери мубодила ҳуҷайраҳо ҳамчун матни оддӣ надорад.
033	Буфери мубодилаи Windows муваққатан дастрас нест. Ягон дода тағйир наёфт.
034	Росткунҷаи интихобшудаи ҳуҷайраҳои CSV-ро ба буфери мубодилаи Windows нусхабардорӣ кунед (Ctrl+C)
035	Ҳуҷайраҳои интихобшудаи CSV-ро нусхабардорӣ ва дар ҷаласаи таҳрири интизорӣ холӣ кунед (Ctrl+X)
036	Ҳуҷайраҳои ҷадвали электрониро ба ҳуҷайра ё росткунҷаи интихобшудаи CSV часпонед (Ctrl+V)
037	Ивазкунии матн, бардоштани фазои сафеди канорӣ ё тағйири регистрро дар таҳрирҳои интизории CSV пешнамоиш кунед
038	Ҳуҷайра ё сатри ҷории CSV-ро дар буфери манбаи Notepad++ интихоб кунед
039	Манбаъ
040	Табдил
041	Дар бораи
042	Татбиқ
043	Афзоянда
044	Бекор кардан
045	Пӯшидан
046	Сутун
047	Нусхабардорӣ
