# language: eu
# source-fingerprint: b8da12c841cc40f32c498cbf7bb47a6c16bed241b42b4a4f4a0e78d32f2eb499
000	Notepad++-erako CSV editore bisuala
001	CSV Visual Editor-i buruz
002	Kontaktua: {0}
003	Jarri harremanetan {0} garatzailearekin
004	Garatzailea: {0}
005	Garapen-bertsioa
006	CSV Visual Editor gustatzen zaizu? Babestu proiektua.\nEman izar bat GitHub-en, partekatu iritzia edo jarri harremanetan garatzailearekin laguntzeko. Eskerrik asko!
007	Interfazearen hizkuntza: {0}
008	Ezin izan da lotutako aplikaziorik ireki. Kontaktua: {0}
009	Proiektua GitHub-en
010	Bertsioa: {0}
011	Bertsioa eta eraikuntza
012	{0} blokeatu da, zain dauden edizioen eredua aldatu delako. Ez da aldaketa partzialik gorde.
013	{0} blokeatu da: arbeleko eta hautapeneko laukizuzenek dimentsio desberdinak dituzte.
014	{0} blokeatu da: helburuko laukizuzena CSV taulatik kanpo doa.
015	{0} blokeatu da: ez dago editatu daitekeen helburuko laukizuzenik.
016	{0} × {1} CSV gelaxka kopiatu dira.
017	Kopiatu/Ebaki blokeatu da: hautatutako gelaxka batek tabulazioa edo lerro-jauzia du, eta ezin da anbiguotasunik gabe kalkulu-orri arrunteko testu gisa irudikatu.
018	Kopiatzeko CSV gelaxkak behar dira, ez ezabatzeko errenkada osoen hautapena.
019	Kopiatzeko CSV datu-gelaxken hautapen laukizuzen jarraitu bakarra behar da.
020	{0} gelaxka ebaki dira arbelera eta zain dagoen edizio-saioan hustu dira. Aplikatu-k hustuketa Notepad++-era idazten du.
021	Ebakitzea amaitu da; hautatutako gelaxkak jada hutsik zeuden. Arbelak jatorrizko balioak ditu.
022	{0} Editatu moduan bakarrik dago erabilgarri.
023	{0} ez dago erabilgarri uneko taularako.
024	Itsatsi blokeatu da: {0} Ez da daturik aldatu.
025	Itsastea amaitu da; helburuko balio guztiak jada berdinak ziren.
026	{0} gelaxka aldatu itsatsi dira zain dagoen edizio-saioan. Aplikatu-k Notepad++-era idazten ditu.
027	{0}-k CSV gelaxken laukizuzen bat behar du, ez ezabatzeko errenkada osoen hautapena.
028	{0}-k CSV datu-gelaxken hautapen laukizuzen jarraitu bakarra behar du.
029	{0}-ren helburuak ez daude erabilgarri Editatu moduko errenkada-eredu egonkorretik kanpo.
030	Ezin izan da gelaxka aktiboaren edizioa berretsi kopiatu aurretik.
031	Ezin izan da gelaxka aktiboaren edizioa berretsi. Zuzendu balioa {0} baino lehen.
032	Arbelak ez du gelaxkarik testu lau gisa.
033	Windows arbela aldi baterako ez dago erabilgarri. Ez da daturik aldatu.
034	Kopiatu hautatutako CSV gelaxken laukizuzena Windows arbelera (Ctrl+C)
035	Kopiatu hautatutako CSV gelaxkak eta hustu zain dagoen Editatu saioan (Ctrl+X)
036	Itsatsi kalkulu-orriaren gelaxkak hautatutako CSV gelaxkan edo laukizuzenean (Ctrl+V)
037	Aurreikusi testu-ordezkapena, kanpoko zuriuneen mozketa edo letra larri/minuskulen bihurketa zain dauden CSV edizioetan
038	Hautatu uneko CSV gelaxka edo errenkada Notepad++-eko iturburu-bufferrean
039	Iturburua
040	Eraldatu
041	Honi buruz
042	Aplikatu
043	Goranzkoa
044	Utzi
045	Itxi
046	Zutabea
047	Kopiatu
048	Ebaki
049	Beheranzkoa
050	Editatu
051	Irten editatzetik
052	Bereizi maiuskulak/minuskulak
053	Zenbakia
054	Jatorrizko ordena
055	Itsatsi
056	Aurreikusi
057	Freskatu
058	Errenkadak
059	Taula
060	Testua
061	Balioa
062	Zutabearen laburpena: zenbaketak, balio desberdinak, zenbakizko tartea eta ohiko balioak uneko ikuspegian.
063	Zutabearen laburpenak prest dagoen irakurtzeko soilik den taula behar du. Irten lehenik Editatu modutik.
064	Iragazi eta ordenatu: konbinatu zutabe-arauak eta testu/zenbakizko ordenatze-mailak. Ikuspegia bakarrik; CSV ez da aldatzen.
065	Iragazi eta ordenatu: konbinatu zutabe-arauak eta gehienez hiru testu/zenbakizko ordenatze-maila. Ikuspegia bakarrik.
066	Iragazi eta ordenatu: {0} baldintza, {1} ordenatze-maila. Berrezarri ikuspegia-k arau guztiak garbitzen ditu.
067	Iragazteak eta ordenatzeak prest dagoen irakurtzeko soilik den taula behar dute. Irten lehenik Editatu modutik.
068	Diagnostikoak (0)
069	0 aldaketa
070	Gehitu baldintza
071	Gehitu ordenatze-maila
072	Aplikatu ikuspegia
073	Maiuskulak/minuskulak
074	Maiuskulak/minuskulak bereizten dituen testu-konparazioa. Balio barruko zuriuneak hitzez hitz tratatzen dira.
075	Egiaztatu arauak: {0}
076	Baldintza
077	{0} / 8 baldintza; {1} / 3 ordenatze-maila. Aurreikusi bat datozen errenkadak egiaztatzeko.
078	Dauka
079	Ez dauka
080	Ez da berdina
081	Hutsa = zero karaktere. Zuriuneak bakarrik = hutsik ez dagoen espazio/tabulazio/lerro-jauzi sekuentzia.\nZenbakiek puntu hamartarra erabiltzen dute (-12.5), taldekatze edo berretzailerik gabe; doitasunak zehatza izan behar du.
082	Honekin amaitzen da
083	Honen berdina da
084	Iragazki-balioa
085	Iragazkiak
086	Hutsik dago
087	Ez dago hutsik
088	Ez da zuriunea bakarrik
089	Zuriunea bakarrik da
090	Testu literala, espazioak barne. Zenbakizko arauek puntuarekin idatzitako zenbaki hamartar zehatza behar dute.
091	Bat etorri baldintza GUZTIEKIN
092	Bat etorri EDOZEIN baldintzarekin
093	Zenbakia =
094	Zenbakia >
095	Zenbakia >=
096	Zenbakia <
097	Zenbakia <=
098	Zenbakia (hamartarra)
099	Aurreikuspena: bistaratutako {1:N0} errenkadetatik {0:N0}. CSV aldatu gabe.
100	Kendu baldintza
101	Kendu ordenatze-maila
102	Berrezarri arauak
103	Arauek uneko bilaketa ere errespetatzen dute. Utzi-k ikuspegi aktiboa mantentzen du.
104	Ordenatzea
105	Honekin hasten da
106	Testua: maiuskulak/minuskulak bereizi gabeko ordena ordinala. Zenbakia: hamartar zehatzak; balio baliogabe/hutsak amaieran.\nGako berdinek iturburu-ordena mantentzen dute. Kendu maila guztiak iturburu-ordena berrezartzeko.
107	Proiekzioa mugatua da; bistaratzen ez diren errenkadak ez dira sartzen. 
108	Iragazi eta ordenatu
109	Goiko mailak lehentasuna du; ondorengo mailek berdinketak hausten dituzte. Gehienez 3.
110	Balioa (literala, espazioak barne)
111	Ikuspegia bakarrik — CSV balioak eta iturburu-ordena aldatu gabe. {0:N0} errenkada bistaratuta.\n
112	Aplikatu blokeatuta dago, {0}-k ez duelako espresuki onartutako kodetze-profilik. Editorearen edukia ez da aldatu.
113	Aplikatu blokeatuta dago, {0}-rako kodetze-baliozkotze zorrotzak ez duelako joan-etorriko bihurketa zehatza egin. Editorearen edukia ez da aldatu.
114	Aplikatu blokeatuta dago, zain dagoen ordezkapena ezin delako zehazki irudikatu {0}-n. Ez da ordezko karaktererik erabili eta editorearen edukia ez da aldatu.
115	Aplikatu oraindik ez dago gaituta {0}-rako. Editorearen edukia ez da aldatu. Ostalari-idazketak UTF-8 (65001) eta Windows-1250 (1250)-rako bakarrik daude gaituta, galerarik gabeko baliozkotzearen ondoren. Erabili Berrezarri dena edo bihurtu dokumentua UTF-8-ra Notepad++-en eta ireki berriro Editatu modua.
116	Freskatu desgaituta dago Editatu modua aktibo dagoenean. Aplikatu edo berrezarri lehenik zain dauden aldaketa guztiak.
117	Scintilla kode-orria {0}
118	Dokumentu aktiboak {0:N0} byte ditu. Uneko snapshot seguruaren muga {1:N0} byte da.
119	Ezin izan da Notepad++ dokumentu aktiboa irakurri. Editorearen edukia ez da aldatu.
120	Aplikatu-ren emaitza ez da kodetzeak blokeatutako egoera.
121	Atzeko planoko taula-eraikuntza emaitzarik gabe amaitu da.
122	CSV aldaketak behar bezala aplikatu dira, baina ezin izan da aurreko kurtsore-kokapena edo hautapena berrezarri. Dokumentuaren aldaketa osoa oraindik eragiketa bakar gisa desegin daiteke.
123	editorearen uneko kode-orria
124	Ezin izan da editore-bufferra taula bisual bihurtu. Hautatu mugatzaile bat esplizituki edo freskatu dokumentua zuzendu ondoren.
125	Taula-eraikuntzak emaitza osatugabea itzuli du.
126	&Honi buruz
127	&Garbitu bilaketa
128	&CSV
129	&Mugatzailea
130	&Editatu
131	Esc bilaketan
132	&Bilatu taulan
133	&Goiburua
134	&Hurrengo gelaxka bat datorrena
135	&Aurreko gelaxka bat datorrena
136	Berrezarri ikuspegia: garbitu bilaketa, zutabe-baldintzak eta ordenatze guztiak.
137	&Bilaketa
138	&Bilaketa-zutabea
139	Erakutsi espazioak: puntu laranja txiki beteak. Bistaratzea bakarrik; CSV balioak ez dira aldatzen.
140	Erakutsi &taula
141	&Ordenatu honen arabera
142	&Taula
143	&Ikuspegia
144	Iragazki-balio batek gehienez 4,096 karaktere izan ditzake.
145	GUZTIAK
146	Hasierako byte-ordenaren marka lehen eremutik kendu da.
147	EDOZEIN
148	Komatxo bat komatxoz inguratu gabeko eremu batean agertu da.
149	Arbeleko errenkadek gelaxken matrize laukizuzen bakarra osatu behar dute.
150	Diagnostiko-kodea: {0}.
151	Ordenatze-maila bakoitzak zutabe desberdin bat erabili behar du.
152	Errorea
153	altua
154	Informazioa
155	baxua
156	ertaina
157	Onartutako mugatzaile batek ere ez du fidagarritasun nahikoko eremu anitzeko egiturarik sortu.
158	bat ere ez
159	Errenkada bisual bakar batek {0:N0} gelaxka beharko lituzke, uneko {1:N0} muga osoa gaindituz. Ez da zutaberik ezkutatu.
160	Erregistroak {0} eremu ditu; lagineko kopuru ohikoenaren arabera {1} espero ziren.
161	Espazioak: {0}; hasierakoak: {1}; amaierakoak: {2}. Luzera: {3} UTF-16 unitate.\nPuntu laranjek benetako espazioak markatzen dituzte. Bistaratze-tartea handitzen da irakurgarritasunerako; CSV karaktereak ez dira aldatzen. Hasierako eta amaierako zenbaketak gainjartzen dira espazioak bakarrik dituen gelaxka batean.
162	Arbeleko gelaxka-matrizeak itsasteko muga segurua gainditzen du.
163	Arbelak onartzen ez den kontrol-karaktere bat dauka.
164	Arbelak editoreak segurtasunez itsats ditzakeenak baino zutabe gehiago ditu.
165	Arbelak editoreak segurtasunez itsats ditzakeenak baino errenkada gehiago ditu.
166	Arbeleko testuak 16 Mi UTF-16 karaktere-unitateko muga segurua gainditzen du.
167	Komatxoz inguratutako azken eremua ez da itxi testuaren amaiera baino lehen.
168	Eremu kopurua beste erregistroena ez bezalakoa da.
169	Ezin izan da eragiketa osatu. Egiaztatu dokumentua, hautatutako balioak eta tamaina-mugak.
170	Analizatutako dokumentuak {0:N0} zutabe ditu, taula bisualaren uneko {1:N0} muga gaindituz. Ez da zutaberik ezkutatu.
171	Iradokitako mugatzaileak fidagarritasun txikia du. Egiaztatu mugatzaile-ezarpena.
172	Bi mugatzaile hautagaiek puntuazio antzekoak dituzte. Egiaztatu mugatzaile-ezarpena.
173	Ustekabeko karaktereak daude ixteko komatxo baten ondoren.
174	ezezaguna
175	Erabili puntuarekin idatzitako zenbaki hamartar zehatza, adibidez -12.5. Taldekatzea, berretzaileak eta biribildutako balioak ez dira onartzen.
176	Erabili gehienez zortzi null ez diren iragazki-baldintza.
177	Erabili gehienez hiru null ez diren ordenatze-maila.
178	Ikuspegi-arauek uneko taulatik kanpoko zutabe bati egiten diote erreferentzia.
179	Abisua
180	Zutabearen laburpena
181	Iragazi eta ordenatu
182	Ireki taula bisuala
183	Freskatu taula
184	berria:{0}
185	berria:{0} *
186	Hautatu
187	Hautatu errenkada osoak ezabatzeko
188	Iturburu-erregistro logikoa edo zain dagoen egitura-errenkada
189	Ezin izan da errenkada-adierazlearen zutabea identifikatu.
190	Errenkadak DataGridView bati dagokio.
191	Zutabe guztiak
192	{0:N0} / {1:N0} gelaxka
193	{0:N0} gelaxka
194	Garbitu bilaketa
195	Garbitu bilaketa (Esc). Mantendu bilaketa-zutabea eta ordenatzea.
196	Bistaratutako errenkadak iragazten ditu. Enter: hurrengo gelaxka bat datorrena. Shift+Enter: aurrekoa. Escape: garbitu.
197	Hurrengo gelaxka bat datorrena
198	Hurrengo gelaxka bat datorrena (F3 / Enter)
199	Ez dago bat-etortzerik
200	Ez dago bat datorren errenkadarik.\nDoitu bilaketa edo erabili Ikuspegia > Iragazi eta ordenatu / Berrezarri ikuspegia.
201	Aurreko gelaxka bat datorrena
202	Aurreko gelaxka bat datorrena (Shift+F3 / Shift+Enter)
203	Bilatu datu-zutabe guztietan edo hautatu zutabe bat.
204	Bilaketa-zutabea
205	Bilatu bistaratutako CSV errenkadetan (Ctrl+F). Balioak eta iturburu-testua ez dira aldatzen.
206	Bilatu taulan...
207	Bilatu taulan
208	Bilaketa-emaitzak
209	Bilatzen...
210	Joan iturburura blokeatu da: beste Notepad++ dokumentu bat aktibo dago. Itzuli bistaratutako CSV-ra edo freskatu taula.
211	Joan iturburura blokeatu da, gordetako analisi-emaitza jada ez datorrelako bat bere iturburu-snapshot aldaezinarekin. Freskatu taula lehenik.
212	Joan iturburura blokeatu da: zorrotz kodetutako luzera ez dator bat Scintilla-k jakinarazitako dokumentu-luzerarekin.
213	Joan iturburura blokeatu da: editore aktiboaren edukia aldatu da taula bistaratu zenetik. Freskatu taula lehenik.
214	Joan iturburura blokeatu da: uneko Scintilla kode-orriak ez du byte-kokapeneko profil espliziturik.
