# language: hr
# source-fingerprint: b8da12c841cc40f32c498cbf7bb47a6c16bed241b42b4a4f4a0e78d32f2eb499
000	Vizualni uređivač CSV-a za Notepad++
001	O programu CSV Visual Editor
002	Kontakt: {0}
003	Kontaktirajte razvojnog programera {0}
004	Razvojni programer: {0}
005	Razvojna verzija
006	Sviđa vam se CSV Visual Editor? Podržite projekt.\nDodajte zvjezdicu na GitHubu, podijelite povratne informacije ili kontaktirajte razvojnog programera radi suradnje. Hvala!
007	Jezik sučelja: {0}
008	Nije moguće otvoriti pridruženu aplikaciju. Kontakt: {0}
009	Projekt na GitHubu
010	Verzija: {0}
011	Verzija i međuverzija
012	Radnja {0} blokirana je jer se promijenio model izmjena na čekanju. Nije zadržana nijedna djelomična izmjena.
013	Radnja {0} blokirana je: pravokutnici međuspremnika i odabira imaju različite dimenzije.
014	Radnja {0} blokirana je: ciljni pravokutnik prelazi granice CSV tablice.
015	Radnja {0} blokirana je: nema ciljnog pravokutnika koji je moguće uređivati.
016	Kopirano je {0} × {1} CSV ćelija.
017	Kopiranje/izrezivanje blokirano je: odabrana ćelija sadrži tabulator ili prijelom retka koji nije moguće nedvosmisleno prikazati kao običan tekst proračunske tablice.
018	Kopiranje zahtijeva CSV ćelije, a ne odabir cijelih redaka za brisanje.
019	Kopiranje zahtijeva jedan neprekinuti pravokutni odabir CSV podatkovnih ćelija.
020	U međuspremnik je izrezano {0} ćelija i one su ispražnjene u sesiji uređivanja na čekanju. „Primijeni” zapisuje pražnjenje u Notepad++.
021	Izrezivanje je dovršeno; odabrane ćelije već su bile prazne. Međuspremnik sadrži njihove izvorne vrijednosti.
022	Radnja {0} dostupna je samo u načinu uređivanja.
023	Radnja {0} nije dostupna za trenutačnu tablicu.
024	Lijepljenje je blokirano: {0} Podaci nisu promijenjeni.
025	Lijepljenje je dovršeno; sve ciljne vrijednosti već su bile jednake.
026	U sesiju uređivanja na čekanju zalijepljeno je {0} promijenjenih ćelija. „Primijeni” zapisuje ih u Notepad++.
027	Radnja {0} zahtijeva pravokutnik CSV ćelija, a ne odabir cijelih redaka za brisanje.
028	Radnja {0} zahtijeva jedan neprekinuti pravokutni odabir CSV podatkovnih ćelija.
029	Ciljevi radnje {0} nisu dostupni izvan stabilnog modela redaka načina uređivanja.
030	Uređivanje aktivne ćelije nije bilo moguće potvrditi prije kopiranja.
031	Uređivanje aktivne ćelije nije bilo moguće potvrditi. Ispravite vrijednost prije radnje {0}.
032	Međuspremnik ne sadrži ćelije u obliku običnog teksta.
033	Međuspremnik sustava Windows privremeno nije dostupan. Podaci nisu promijenjeni.
034	Kopiraj odabrani pravokutnik CSV ćelija u međuspremnik sustava Windows (Ctrl+C)
035	Kopiraj odabrane CSV ćelije i isprazni ih u sesiji uređivanja na čekanju (Ctrl+X)
036	Zalijepi ćelije proračunske tablice u odabranu CSV ćeliju ili pravokutnik (Ctrl+V)
037	Pretpregled zamjene teksta, uklanjanja rubnih bjelina ili promjene veličine slova u CSV izmjenama na čekanju
038	Odaberi trenutačnu CSV ćeliju ili redak u izvornom međuspremniku Notepad++
039	Izvor
040	Pretvori
041	O programu
042	Primijeni
043	Uzlazno
044	Odustani
045	Zatvori
046	Stupac
047	Kopiraj
048	Izreži
049	Silazno
050	Uredi
051	Završi uređivanje
052	Razlikuj velika i mala slova
053	Broj
054	Izvorni redoslijed
055	Zalijepi
056	Pretpregled
057	Osvježi
058	Redci
059	Tablica
060	Tekst
061	Vrijednost
062	Sažetak stupca: brojanja, različite vrijednosti, brojčani raspon i česte vrijednosti u trenutačnom prikazu.
063	Sažetak stupca zahtijeva spremnu tablicu samo za čitanje. Najprije završite način uređivanja.
064	Filtriraj i sortiraj: kombiniraj pravila stupaca i razine tekstnog/brojčanog sortiranja. Samo prikaz; CSV ostaje nepromijenjen.
065	Filtriraj i sortiraj: kombiniraj pravila stupaca i najviše tri razine tekstnog/brojčanog sortiranja. Samo prikaz.
066	Filtriraj i sortiraj: {0} uvjeta, {1} razina sortiranja. Vraćanje prikaza uklanja sva pravila.
067	Filtriranje i sortiranje zahtijevaju spremnu tablicu samo za čitanje. Najprije završite način uređivanja.
068	Dijagnostika (0)
069	0 izmjena
070	Dodaj uvjet
071	Dodaj razinu sortiranja
072	Primijeni prikaz
073	Veličina slova
074	Usporedba teksta koja razlikuje velika i mala slova. Razmaci u vrijednostima tumače se doslovno.
075	Provjerite pravila: {0}
076	Uvjet
077	{0} / 8 uvjeta; {1} / 3 razine sortiranja. Pretpregledom provjerite podudarne retke.
078	Sadrži
079	Ne sadrži
080	Nije jednako
081	Prazno = nijedan znak. Samo bjeline = neprazan niz razmaka/tabulatora/prijeloma redaka.\nBrojevi koriste decimalnu točku (-12.5), bez grupiranja ili eksponenata; preciznost mora biti točna.
082	Završava s
083	Jednako je
084	Vrijednost filtra
085	Filtri
086	Prazno je
087	Nije prazno
088	Ne sadrži samo bjeline
089	Sadrži samo bjeline
090	Doslovan tekst, uključujući razmake. Brojčana pravila zahtijevaju točan decimalni broj s točkom.
091	Zadovolji SVE uvjete
092	Zadovolji BILO KOJI uvjet
093	Broj =
094	Broj >
095	Broj >=
096	Broj <
097	Broj <=
098	Broj (decimalni)
099	Pretpregled: {0:N0} od {1:N0} prikazanih redaka. CSV ostaje nepromijenjen.
100	Ukloni uvjet
101	Ukloni razinu sortiranja
102	Vrati pravila
103	Pravila uzimaju u obzir i trenutačno pretraživanje. Odustajanje zadržava aktivni prikaz.
104	Sortiranje
105	Počinje s
106	Tekst: redoslijed prema kodovima znakova bez razlikovanja velikih i malih slova. Broj: točni decimalni brojevi; nevaljane/prazne vrijednosti na kraju.\nJednaki ključevi zadržavaju izvorni redoslijed. Uklonite sve razine da biste ga vratili.
107	Projekcija je ograničena; neprikazani redci nisu uključeni. 
108	Filtriraj i sortiraj
109	Prva razina ima prednost; sljedeće rješavaju izjednačenja. Najviše 3.
110	Vrijednost (doslovna, uključujući razmake)
111	Samo prikaz — CSV vrijednosti i izvorni redoslijed ostaju nepromijenjeni. {0:N0} prikazanih redaka.\n
112	Primjena je blokirana jer {0} nema izričito podržan profil kodiranja. Sadržaj uređivača nije promijenjen.
113	Primjena je blokirana jer stroga provjera kodiranja {0} nije dala točnu pretvorbu u oba smjera. Sadržaj uređivača nije promijenjen.
114	Primjena je blokirana jer zamjenu na čekanju nije moguće točno prikazati kodiranjem {0}. Nisu korišteni zamjenski znakovi i sadržaj uređivača nije promijenjen.
115	Primjena za {0} još nije omogućena. Sadržaj uređivača nije promijenjen. Zapisivanje je omogućeno samo za UTF-8 (65001) i Windows-1250 (1250), nakon provjere bez gubitaka. Koristite „Poništi sve” ili pretvorite dokument u UTF-8 u Notepad++ i ponovno otvorite način uređivanja.
116	Osvježavanje je onemogućeno u načinu uređivanja. Najprije primijenite ili poništite sve izmjene na čekanju.
117	Kodna stranica Scintilla {0}
118	Aktivni dokument ima {0:N0} bajtova. Trenutačna sigurna granica snimke jest {1:N0} bajtova.
119	Aktivni dokument Notepad++ nije moguće pročitati. Sadržaj uređivača nije promijenjen.
120	Rezultat primjene nije stanje blokirano kodiranjem.
121	Izrada tablice u pozadini završila je bez rezultata.
