# language: zh-CN
# source-fingerprint: b8da12c841cc40f32c498cbf7bb47a6c16bed241b42b4a4f4a0e78d32f2eb499
000	适用于 Notepad++ 的可视化 CSV 编辑器
001	关于 CSV Visual Editor
002	联系方式：{0}
003	联系开发者 {0}
004	开发者：{0}
005	开发版本
006	喜欢 CSV Visual Editor 吗？欢迎支持本项目。\n您可以在 GitHub 上点亮星标、提供反馈，或联系开发者参与贡献。谢谢！
007	界面语言：{0}
008	无法打开关联的应用程序。联系方式：{0}
009	GitHub 项目
010	版本：{0}
011	版本与构建
012	待处理的编辑模型已改变，已阻止{0}。没有保留任何部分修改。
013	已阻止{0}：剪贴板与所选矩形的尺寸不同。
014	已阻止{0}：目标矩形超出 CSV 表格范围。
015	已阻止{0}：没有可编辑的目标矩形。
016	已复制 {0} × {1} 个 CSV 单元格。
017	已阻止复制/剪切：所选单元格包含制表符或换行符，无法无歧义地表示为普通电子表格文本。
018	复制需要选择 CSV 单元格，不能使用用于删除整行的选择。
019	复制需要一个连续的矩形 CSV 数据单元格区域。
020	已将 {0} 个单元格剪切到剪贴板，并在待处理的编辑会话中清空。“应用”会将清空操作写入 Notepad++。
021	剪切已完成；所选单元格原本就是空的。剪贴板包含其原始值。
022	{0}仅在编辑模式下可用。
023	{0}不适用于当前表格。
024	已阻止粘贴：{0} 未更改任何数据。
025	粘贴已完成；所有目标值原本就相同。
026	已将 {0} 个有变化的单元格粘贴到待处理的编辑会话。“应用”会将它们写入 Notepad++。
027	{0}需要 CSV 单元格矩形，不能使用用于删除整行的选择。
028	{0}需要一个连续的矩形 CSV 数据单元格区域。
029	在编辑模式的稳定行模型之外，{0}的目标不可用。
030	复制前无法确认活动单元格的编辑。
031	无法确认活动单元格的编辑。请先修正值，再执行{0}。
032	剪贴板中没有纯文本单元格。
033	Windows 剪贴板暂时不可用。未更改任何数据。
034	将所选 CSV 单元格矩形复制到 Windows 剪贴板 (Ctrl+C)
035	复制所选 CSV 单元格，并在待处理的编辑会话中清空它们 (Ctrl+X)
036	将电子表格单元格粘贴到所选 CSV 单元格或矩形中 (Ctrl+V)
037	预览待处理 CSV 编辑中的文本替换、首尾空白移除或大小写转换
038	在 Notepad++ 源缓冲区中选中当前 CSV 单元格或行
039	源位置
040	转换
041	关于
042	应用
043	升序
044	取消
045	关闭
046	列
047	复制
048	剪切
049	降序
050	编辑
051	退出编辑
052	区分大小写
053	数字
054	原始顺序
055	粘贴
056	预览
057	刷新
058	行
059	表格
060	文本
061	值
062	列摘要：当前视图的计数、不同值、数值范围及常见值。
063	列摘要需要已就绪的只读表格。请先退出编辑模式。
064	筛选与排序：组合列条件和文本/数值排序级别。只改变视图，CSV 保持不变。
065	筛选与排序：组合列条件和最多三级文本/数值排序。仅影响视图。
066	筛选与排序：{0} 个条件、{1} 个排序级别。“重置视图”会清除全部规则。
067	筛选与排序需要已就绪的只读表格。请先退出编辑模式。
068	诊断 (0)
069	0 项更改
070	添加条件
071	添加排序级别
072	应用视图
073	大小写
074	区分大小写的文本比较。值中的空格按字面处理。
075	请检查规则：{0}
076	条件
077	{0} / 8 个条件；{1} / 3 个排序级别。请预览以检查匹配的行。
078	包含
079	不包含
080	不等于
081	空值 = 没有字符。仅空白 = 由空格/制表符/换行符组成的非空序列。\n数字使用小数点 (-12.5)，不允许分组或指数，且必须保持精确精度。
082	结尾为
083	等于
084	筛选值
085	筛选条件
086	为空
087	不为空
088	不只是空白
089	仅空白
090	按字面处理文本，包括空格。数值规则需要以点作为小数分隔符的精确十进制数。
091	匹配所有条件
092	匹配任一条件
093	数字 =
094	数字 >
095	数字 >=
096	数字 <
097	数字 <=
098	数字（十进制）
099	预览：显示的 {1:N0} 行中有 {0:N0} 行匹配。CSV 未改变。
100	移除条件
101	移除排序级别
102	重置规则
103	规则还会遵循当前搜索。取消将保留当前视图。
104	排序
105	开头为
106	文本：不区分大小写的字符编码顺序。数字：精确十进制数，无效/空值排在最后。\n相同键保持源顺序。移除所有级别可恢复源顺序。
107	投影范围受限；未显示的行不包括在内。 
108	筛选与排序
109	最上方的级别优先，后续级别用于比较相同值。最多 3 级。
110	值（按字面，包括空格）
111	仅影响视图 — CSV 值和源顺序保持不变。显示 {0:N0} 行。\n
112	已阻止应用，因为 {0} 没有明确支持的编码配置。编辑器内容未改变。
113	已阻止应用，因为对 {0} 的严格编码验证无法精确往返转换。编辑器内容未改变。
114	已阻止应用，因为待处理的替换无法在 {0} 中精确表示。未使用替代字符，编辑器内容未改变。
115	尚未启用 {0} 的应用操作。编辑器内容未改变。只有通过无损验证的 UTF-8 (65001) 和 Windows-1250 (1250) 可写入。请使用“全部还原”，或在 Notepad++ 中将文档转换为 UTF-8 后重新进入编辑模式。
116	编辑模式下已禁用刷新。请先应用或还原所有待处理更改。
117	Scintilla 代码页 {0}
118	活动文档为 {0:N0} 字节。当前安全快照上限为 {1:N0} 字节。
119	无法读取活动的 Notepad++ 文档。编辑器内容未改变。
120	应用结果并非编码阻止状态。
121	后台表格构建已结束，但未返回结果。
122	CSV 更改已应用，但无法恢复先前的光标位置或选择。文档更改仍可一次撤销。
123	编辑器当前代码页
124	无法将编辑器缓冲区转换为可视化表格。请明确选择分隔符，或修正文档后刷新。
125	表格构建返回了不完整的结果。
126	&关于
127	&清除搜索
128	&CSV
129	&分隔符
130	&编辑
131	搜索框内按 Esc
132	&在表格中查找
133	&表头
134	&下一个匹配单元格
135	&上一个匹配单元格
136	重置视图：清除搜索、列条件和所有排序。
137	&搜索
138	&搜索列
139	显示空格：以小型实心橙色点表示。仅影响显示，不改变 CSV 值。
140	&显示表格
141	&排序依据
142	&表格
143	&视图
144	筛选值最多可包含 4,096 个字符。
145	全部
146	已从第一个字段中排除开头的字节顺序标记。
147	任一
148	未加引号的字段中出现了引号。
149	剪贴板中的行必须形成一个矩形单元格矩阵。
150	诊断代码：{0}。
151	每个排序级别必须使用不同的列。
152	错误
153	高
154	信息
155	低
156	中
157	没有受支持的分隔符产生足够可靠的多字段结构。
158	无
159	一个可视行需要 {0:N0} 个单元格，超过当前总上限 {1:N0}。未隐藏任何列。
160	记录包含 {0} 个字段；根据样本中最常见的字段数，预期为 {1} 个。
